1695386909.000000, IBI
10.468750,0.828125
11.312500,0.843750
12.140625,0.828125
12.921875,0.781250
13.687500,0.765625
14.468750,0.781250
15.281250,0.812500
16.140625,0.859375
16.953125,0.812500
17.812500,0.859375
18.687500,0.875000
19.578125,0.890625
20.421875,0.843750
21.296875,0.875000
22.203125,0.906250
23.031250,0.828125
23.906250,0.875000
24.750000,0.843750
25.656250,0.906250
26.656250,1.000000
27.796875,1.140625
28.906250,1.109375
30.000000,1.093750
31.078125,1.078125
32.109375,1.031250
32.968750,0.859375
33.734375,0.765625
34.468750,0.734375
35.187500,0.718750
35.937500,0.750000
36.687500,0.750000
37.500000,0.812500
38.421875,0.921875
39.390625,0.968750
40.390625,1.000000
41.296875,0.906250
42.187500,0.890625
43.046875,0.859375
43.906250,0.859375
44.703125,0.796875
45.468750,0.765625
46.218750,0.750000
47.000000,0.781250
47.781250,0.781250
48.578125,0.796875
49.343750,0.765625
50.125000,0.781250
50.937500,0.812500
51.812500,0.875000
52.718750,0.906250
53.578125,0.859375
54.453125,0.875000
55.359375,0.906250
56.203125,0.843750
57.000000,0.796875
57.781250,0.781250
58.546875,0.765625
59.390625,0.843750
60.343750,0.953125
61.234375,0.890625
62.109375,0.875000
63.046875,0.937500
63.968750,0.921875
64.859375,0.890625
65.687500,0.828125
66.515625,0.828125
67.390625,0.875000
68.250000,0.859375
69.062500,0.812500
69.921875,0.859375
70.796875,0.875000
71.609375,0.812500
72.437500,0.828125
73.328125,0.890625
74.218750,0.890625
75.062500,0.843750
75.937500,0.875000
76.812500,0.875000
77.671875,0.859375
78.484375,0.812500
79.328125,0.843750
80.187500,0.859375
81.031250,0.843750
81.812500,0.781250
82.625000,0.812500
83.437500,0.812500
84.281250,0.843750
85.062500,0.781250
85.875000,0.812500
86.718750,0.843750
87.562500,0.843750
88.343750,0.781250
89.171875,0.828125
90.015625,0.843750
90.859375,0.843750
91.671875,0.812500
92.468750,0.796875
93.312500,0.843750
94.203125,0.890625
95.109375,0.906250
95.984375,0.875000
96.859375,0.875000
97.734375,0.875000
98.625000,0.890625
99.437500,0.812500
104.328125,0.812500
105.171875,0.843750
105.937500,0.765625
106.671875,0.734375
107.453125,0.781250
108.234375,0.781250
109.015625,0.781250
109.765625,0.750000
110.500000,0.734375
111.250000,0.750000
112.015625,0.765625
112.781250,0.765625
113.531250,0.750000
154.734375,0.843750
155.656250,0.921875
156.671875,1.015625
157.671875,1.000000
158.531250,0.859375
159.453125,0.921875
160.390625,0.937500
161.312500,0.921875
162.203125,0.890625
163.078125,0.875000
163.968750,0.890625
164.875000,0.906250
165.687500,0.812500
166.562500,0.875000
167.515625,0.953125
173.437500,0.781250
187.015625,0.859375
187.843750,0.828125
188.703125,0.859375
189.546875,0.843750
190.375000,0.828125
191.171875,0.796875
192.000000,0.828125
201.859375,0.843750
202.750000,0.890625
216.937500,0.812500
217.734375,0.796875
218.515625,0.781250
219.250000,0.734375
219.968750,0.718750
220.671875,0.703125
221.375000,0.703125
222.093750,0.718750
222.968750,0.875000
223.812500,0.843750
224.593750,0.781250
225.437500,0.843750
226.312500,0.875000
227.218750,0.906250
228.078125,0.859375
229.015625,0.937500
230.015625,1.000000
230.968750,0.953125
231.781250,0.812500
232.546875,0.765625
233.343750,0.796875
234.218750,0.875000
235.062500,0.843750
235.859375,0.796875
236.687500,0.828125
237.562500,0.875000
238.421875,0.859375
239.234375,0.812500
240.062500,0.828125
240.906250,0.843750
241.718750,0.812500
259.000000,0.781250
259.812500,0.812500
260.656250,0.843750
261.484375,0.828125
262.281250,0.796875
263.031250,0.750000
263.812500,0.781250
274.656250,0.703125
275.359375,0.703125
276.046875,0.687500
276.750000,0.703125
277.437500,0.687500
278.125000,0.687500
278.796875,0.671875
279.468750,0.671875
280.156250,0.687500
280.875000,0.718750
281.593750,0.718750
282.359375,0.765625
283.234375,0.875000
287.796875,0.828125
288.671875,0.875000
289.781250,1.109375
300.125000,0.796875
300.937500,0.812500
301.781250,0.843750
302.656250,0.875000
303.515625,0.859375
304.406250,0.890625
305.265625,0.859375
306.078125,0.812500
306.921875,0.843750
307.812500,0.890625
308.750000,0.937500
309.656250,0.906250
310.531250,0.875000
311.421875,0.890625
318.359375,0.968750
319.250000,0.890625
320.125000,0.875000
321.031250,0.906250
321.968750,0.937500
322.796875,0.828125
323.656250,0.859375
324.500000,0.843750
325.265625,0.765625
326.031250,0.765625
326.828125,0.796875
327.687500,0.859375
328.515625,0.828125
329.343750,0.828125
343.296875,0.765625
344.078125,0.781250
344.906250,0.828125
345.734375,0.828125
346.578125,0.843750
347.453125,0.875000
348.312500,0.859375
349.109375,0.796875
349.953125,0.843750
350.828125,0.875000
351.718750,0.890625
352.578125,0.859375
353.359375,0.781250
354.187500,0.828125
355.031250,0.843750
355.921875,0.890625
356.828125,0.906250
357.687500,0.859375
358.500000,0.812500
359.359375,0.859375
360.203125,0.843750
361.046875,0.843750
361.843750,0.796875
362.593750,0.750000
363.390625,0.796875
364.234375,0.843750
365.171875,0.937500
366.046875,0.875000
366.953125,0.906250
367.875000,0.921875
368.765625,0.890625
369.562500,0.796875
370.359375,0.796875
371.171875,0.812500
371.953125,0.781250
372.718750,0.765625
373.468750,0.750000
374.234375,0.765625
375.015625,0.781250
375.859375,0.843750
376.765625,0.906250
377.609375,0.843750
378.390625,0.781250
379.171875,0.781250
379.984375,0.812500
380.875000,0.890625
381.750000,0.875000
382.578125,0.828125
383.421875,0.843750
384.281250,0.859375
385.140625,0.859375
385.968750,0.828125
386.781250,0.812500
387.593750,0.812500
388.453125,0.859375
389.296875,0.843750
390.140625,0.843750
390.953125,0.812500
391.734375,0.781250
392.546875,0.812500
393.390625,0.843750
394.265625,0.875000
395.125000,0.859375
395.984375,0.859375
396.812500,0.828125
397.593750,0.781250
398.390625,0.796875
399.234375,0.843750
400.093750,0.859375
400.968750,0.875000
401.812500,0.843750
402.593750,0.781250
403.390625,0.796875
404.234375,0.843750
405.093750,0.859375
423.890625,0.796875
424.687500,0.796875
425.437500,0.750000
426.171875,0.734375
426.953125,0.781250
427.843750,0.890625
428.765625,0.921875
429.640625,0.875000
430.453125,0.812500
431.265625,0.812500
432.109375,0.843750
432.953125,0.843750
433.781250,0.828125
434.578125,0.796875
439.109375,0.828125
439.921875,0.812500
440.703125,0.781250
441.546875,0.843750
446.734375,0.796875
447.546875,0.812500
448.406250,0.859375
449.281250,0.875000
450.062500,0.781250
450.875000,0.812500
451.750000,0.875000
452.625000,0.875000
453.500000,0.875000
454.375000,0.875000
455.250000,0.875000
456.125000,0.875000
456.968750,0.843750
457.828125,0.859375
458.671875,0.843750
459.546875,0.875000
460.406250,0.859375
461.203125,0.796875
461.984375,0.781250
462.765625,0.781250
463.562500,0.796875
464.328125,0.765625
465.109375,0.781250
465.984375,0.875000
466.843750,0.859375
467.640625,0.796875
468.453125,0.812500
469.281250,0.828125
470.109375,0.828125
470.890625,0.781250
471.671875,0.781250
472.500000,0.828125
