thisRow.t,notes,trial.started,target.started,respose_user.started,trial.stopped,respose_user.x,respose_user.y,respose_user.leftButton,respose_user.midButton,respose_user.rightButton,respose_user.time,respose_user.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004582799971103668,0.04099859995767474,0.02930910000577569,1.7998071000911295,[0.03333333333333333],[-0.022222222222222223],[1],[0],[0],[1.7698582001030445],['target'],425029,001,2023-11-07_12h55.56.539,simple_targte_distractor,2023.2.3,59.97828788996385,2023-11-07 12h56.05.596755 +0100,
