thisRow.t,notes,Reference_time,Baseline_Instruction.started,baseline_instruction_ts,Baseline_Instruction.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,1699360399.1898756,0.0054536000825464725,1699360422.5224237,23.33198089990765,,,,,,,,
